season_week,season,week,contestant_id,fanFavor,pct_fan_rank,pct_judge_rank
10_7,10,7,Nicole Scherzinger_Derek Hough_10,-0.20000000000000007,0.6,0.8
10_7,10,7,Niecy Nash_Louis van Amstel_10,0.0,0.0,0.0
10_7,10,7,Pamela Anderson_Damian Whitewood_10,0.0,0.2,0.2
10_8,10,8,Chad Ochocinco_Cheryl Burke_10,0.0,0.25,0.25
10_8,10,8,Erin Andrews_Maksim Chmerkoskiy_10,0.25,1.0,0.75
10_8,10,8,Evan Lysacek_Anna Trebunskaya_10,0.25,0.75,0.5
10_8,10,8,Nicole Scherzinger_Derek Hough_10,-0.5,0.5,1.0
10_8,10,8,Niecy Nash_Louis van Amstel_10,0.0,0.0,0.0
10_9,10,9,Chad Ochocinco_Cheryl Burke_10,0.0,0.0,0.0
10_9,10,9,Erin Andrews_Maksim Chmerkoskiy_10,0.0,0.3333333333333333,0.3333333333333333
10_9,10,9,Evan Lysacek_Anna Trebunskaya_10,-0.33333333333333337,0.6666666666666666,1.0
10_9,10,9,Nicole Scherzinger_Derek Hough_10,0.33333333333333337,1.0,0.6666666666666666
11_1,11,1,Audrina Patridge_Tony Dovolani_11,0.18181818181818188,0.8181818181818182,0.6363636363636364
11_1,11,1,Brandy_Maksim Chmerkoskiy_11,-0.45454545454545453,0.45454545454545453,0.9090909090909091
11_1,11,1,Bristol Palin_Mark Ballas_11,0.45454545454545453,0.9090909090909091,0.45454545454545453
11_1,11,1,David Hasselhoff_Kym Johnson_11,-0.18181818181818182,0.0,0.18181818181818182
11_1,11,1,Florence Henderson_Corky Ballas_11,-0.2727272727272727,0.09090909090909091,0.36363636363636365
11_1,11,1,Jennifer Grey_Derek Hough_11,-0.8181818181818181,0.18181818181818182,1.0
11_1,11,1,Kurt Warner_Anna Trebunskaya_11,0.09090909090909094,0.6363636363636364,0.5454545454545454
11_1,11,1,Kyle Massey_Lacey Schwimmer_11,-0.2727272727272728,0.5454545454545454,0.8181818181818182
11_1,11,1,Margaret Cho_Louis van Amstel_11,0.1818181818181818,0.2727272727272727,0.09090909090909091
11_1,11,1,Michael Bolton_Chelsie Hightower_11,0.4545454545454546,0.7272727272727273,0.2727272727272727
11_1,11,1,Rick Fox_Cheryl Burke_11,-0.36363636363636365,0.36363636363636365,0.7272727272727273
11_1,11,1,The Situation_Karina Smirnoff_11,1.0,1.0,0.0
11_10,11,10,Bristol Palin_Mark Ballas_11,0.5,0.5,0.0
11_10,11,10,Jennifer Grey_Derek Hough_11,0.0,1.0,1.0
11_10,11,10,Kyle Massey_Lacey Schwimmer_11,-0.5,0.0,0.5
11_2,11,2,Audrina Patridge_Tony Dovolani_11,-0.4,0.5,0.9
11_2,11,2,Brandy_Maksim Chmerkoskiy_11,0.4,1.0,0.6
11_2,11,2,Bristol Palin_Mark Ballas_11,0.09999999999999998,0.9,0.8
11_2,11,2,Florence Henderson_Corky Ballas_11,-0.09999999999999998,0.2,0.3
11_2,11,2,Jennifer Grey_Derek Hough_11,-0.7,0.3,1.0
11_2,11,2,Kurt Warner_Anna Trebunskaya_11,0.09999999999999998,0.6,0.5
11_2,11,2,Kyle Massey_Lacey Schwimmer_11,0.0,0.7,0.7
11_2,11,2,Margaret Cho_Louis van Amstel_11,-0.1,0.1,0.2
11_2,11,2,Michael Bolton_Chelsie Hightower_11,0.0,0.0,0.0
11_2,11,2,Rick Fox_Cheryl Burke_11,0.4,0.8,0.4
11_2,11,2,The Situation_Karina Smirnoff_11,0.30000000000000004,0.4,0.1
11_3,11,3,Audrina Patridge_Tony Dovolani_11,-0.6666666666666667,0.3333333333333333,1.0
11_3,11,3,Brandy_Maksim Chmerkoskiy_11,0.0,0.8888888888888888,0.8888888888888888
11_3,11,3,Bristol Palin_Mark Ballas_11,0.8888888888888888,1.0,0.1111111111111111
11_3,11,3,Florence Henderson_Corky Ballas_11,-0.2222222222222222,0.1111111111111111,0.3333333333333333
11_3,11,3,Jennifer Grey_Derek Hough_11,-0.2222222222222222,0.5555555555555556,0.7777777777777778
11_3,11,3,Kurt Warner_Anna Trebunskaya_11,0.11111111111111105,0.6666666666666666,0.5555555555555556
11_3,11,3,Kyle Massey_Lacey Schwimmer_11,0.33333333333333337,0.7777777777777778,0.4444444444444444
11_3,11,3,Margaret Cho_Louis van Amstel_11,0.0,0.0,0.0
11_3,11,3,Rick Fox_Cheryl Burke_11,-0.2222222222222222,0.4444444444444444,0.6666666666666666
11_3,11,3,The Situation_Karina Smirnoff_11,0.0,0.2222222222222222,0.2222222222222222
11_4,11,4,Audrina Patridge_Tony Dovolani_11,-0.25,0.5,0.75
11_4,11,4,Brandy_Maksim Chmerkoskiy_11,-0.125,0.75,0.875
11_4,11,4,Bristol Palin_Mark Ballas_11,0.875,1.0,0.125
11_4,11,4,Florence Henderson_Corky Ballas_11,-0.375,0.0,0.375
11_4,11,4,Jennifer Grey_Derek Hough_11,-0.75,0.25,1.0
11_4,11,4,Kurt Warner_Anna Trebunskaya_11,0.375,0.625,0.25
11_4,11,4,Kyle Massey_Lacey Schwimmer_11,0.25,0.875,0.625
11_4,11,4,Rick Fox_Cheryl Burke_11,-0.125,0.375,0.5
11_4,11,4,The Situation_Karina Smirnoff_11,0.125,0.125,0.0
11_5,11,5,Audrina Patridge_Tony Dovolani_11,-0.2857142857142857,0.14285714285714285,0.42857142857142855
11_5,11,5,Brandy_Maksim Chmerkoskiy_11,-0.7142857142857143,0.2857142857142857,1.0
11_5,11,5,Bristol Palin_Mark Ballas_11,1.0,1.0,0.0
11_5,11,5,Florence Henderson_Corky Ballas_11,-0.2857142857142857,0.0,0.2857142857142857
11_5,11,5,Jennifer Grey_Derek Hough_11,-0.2857142857142857,0.5714285714285714,0.8571428571428571
11_5,11,5,Kurt Warner_Anna Trebunskaya_11,0.1428571428571428,0.8571428571428571,0.7142857142857143
11_5,11,5,Kyle Massey_Lacey Schwimmer_11,0.2857142857142857,0.42857142857142855,0.14285714285714285
11_5,11,5,Rick Fox_Cheryl Burke_11,0.1428571428571429,0.7142857142857143,0.5714285714285714
11_6,11,6,Audrina Patridge_Tony Dovolani_11,-0.8333333333333334,0.0,0.8333333333333334
11_6,11,6,Brandy_Maksim Chmerkoskiy_11,-0.5,0.5,1.0
11_6,11,6,Bristol Palin_Mark Ballas_11,0.8333333333333334,1.0,0.16666666666666666
11_6,11,6,Jennifer Grey_Derek Hough_11,0.3333333333333333,0.6666666666666666,0.3333333333333333
11_6,11,6,Kurt Warner_Anna Trebunskaya_11,0.3333333333333333,0.3333333333333333,0.0
11_6,11,6,Kyle Massey_Lacey Schwimmer_11,0.33333333333333337,0.8333333333333334,0.5
11_6,11,6,Rick Fox_Cheryl Burke_11,-0.5,0.16666666666666666,0.6666666666666666
11_7,11,7,Brandy_Maksim Chmerkoskiy_11,-0.4,0.6,1.0
11_7,11,7,Bristol Palin_Mark Ballas_11,1.0,1.0,0.0
11_7,11,7,Jennifer Grey_Derek Hough_11,-0.4,0.4,0.8
11_7,11,7,Kurt Warner_Anna Trebunskaya_11,-0.39999999999999997,0.2,0.6
11_7,11,7,Kyle Massey_Lacey Schwimmer_11,0.6000000000000001,0.8,0.2
11_7,11,7,Rick Fox_Cheryl Burke_11,-0.4,0.0,0.4
11_8,11,8,Brandy_Maksim Chmerkoskiy_11,-0.75,0.25,1.0
11_8,11,8,Bristol Palin_Mark Ballas_11,1.0,1.0,0.0
11_8,11,8,Jennifer Grey_Derek Hough_11,0.0,0.75,0.75
11_8,11,8,Kurt Warner_Anna Trebunskaya_11,-0.25,0.0,0.25
11_8,11,8,Kyle Massey_Lacey Schwimmer_11,0.0,0.5,0.5
11_9,11,9,Brandy_Maksim Chmerkoskiy_11,-0.3333333333333333,0.0,0.3333333333333333
11_9,11,9,Bristol Palin_Mark Ballas_11,0.3333333333333333,0.3333333333333333,0.0
11_9,11,9,Jennifer Grey_Derek Hough_11,0.0,1.0,1.0
11_9,11,9,Kyle Massey_Lacey Schwimmer_11,0.0,0.6666666666666666,0.6666666666666666
12_1,12,1,Chelsea Kane_Mark Ballas_12,-0.20000000000000007,0.6,0.8
12_1,12,1,Chris Jericho_Cheryl Burke_12,-0.09999999999999998,0.5,0.6
12_1,12,1,Hines Ward_Kym Johnson_12,0.20000000000000007,0.9,0.7
12_1,12,1,Kendra Wilkinson_Louis van Amstel_12,0.4,0.8,0.4
12_1,12,1,Kirstie Alley_Maksim Chmerkoskiy_12,-0.8,0.1,0.9
12_1,12,1,Mike Catherwood_Lacey Schwimmer_12,0.0,0.0,0.0
12_1,12,1,Petra Nemcova_Dmitry Chaplin_12,0.39999999999999997,0.7,0.3
12_1,12,1,Ralph Macchio_Karina Smirnoff_12,-0.8,0.2,1.0
12_1,12,1,Romeo_Chelsie Hightower_12,0.5,1.0,0.5
12_1,12,1,Sugar Ray Leonard_Anna Trebunskaya_12,0.2,0.4,0.2
12_1,12,1,Wendy Williams_Tony Dovolani_12,0.19999999999999998,0.3,0.1
12_10,12,10,Chelsea Kane_Mark Ballas_12,0.0,1.0,1.0
12_10,12,10,Hines Ward_Kym Johnson_12,0.0,0.5,0.5
12_10,12,10,Kirstie Alley_Maksim Chmerkoskiy_12,0.0,0.0,0.0
12_2,12,2,Chelsea Kane_Mark Ballas_12,0.5,0.9,0.4
12_2,12,2,Chris Jericho_Cheryl Burke_12,-0.9,0.1,1.0
12_2,12,2,Hines Ward_Kym Johnson_12,-0.5,0.4,0.9
12_2,12,2,Kendra Wilkinson_Louis van Amstel_12,0.5,1.0,0.5
12_2,12,2,Kirstie Alley_Maksim Chmerkoskiy_12,-0.09999999999999998,0.5,0.6
12_2,12,2,Mike Catherwood_Lacey Schwimmer_12,-0.2,0.0,0.2
12_2,12,2,Petra Nemcova_Dmitry Chaplin_12,0.39999999999999997,0.7,0.3
12_2,12,2,Ralph Macchio_Karina Smirnoff_12,0.10000000000000009,0.8,0.7
12_2,12,2,Romeo_Chelsie Hightower_12,-0.5,0.3,0.8
12_2,12,2,Sugar Ray Leonard_Anna Trebunskaya_12,0.5,0.6,0.1
12_2,12,2,Wendy Williams_Tony Dovolani_12,0.2,0.2,0.0
12_3,12,3,Chelsea Kane_Mark Ballas_12,0.11111111111111105,0.8888888888888888,0.7777777777777778
12_3,12,3,Chris Jericho_Cheryl Burke_12,0.0,0.5555555555555556,0.5555555555555556
12_3,12,3,Hines Ward_Kym Johnson_12,-0.5555555555555556,0.4444444444444444,1.0
12_3,12,3,Kendra Wilkinson_Louis van Amstel_12,-0.3333333333333333,0.3333333333333333,0.6666666666666666
12_3,12,3,Kirstie Alley_Maksim Chmerkoskiy_12,0.2222222222222222,0.6666666666666666,0.4444444444444444
12_3,12,3,Petra Nemcova_Dmitry Chaplin_12,-0.6666666666666666,0.2222222222222222,0.8888888888888888
12_3,12,3,Ralph Macchio_Karina Smirnoff_12,0.6666666666666667,1.0,0.3333333333333333
12_3,12,3,Romeo_Chelsie Hightower_12,0.5555555555555556,0.7777777777777778,0.2222222222222222
12_3,12,3,Sugar Ray Leonard_Anna Trebunskaya_12,0.0,0.1111111111111111,0.1111111111111111
12_3,12,3,Wendy Williams_Tony Dovolani_12,0.0,0.0,0.0
12_4,12,4,Chelsea Kane_Mark Ballas_12,-0.875,0.125,1.0
12_4,12,4,Chris Jericho_Cheryl Burke_12,-0.25,0.375,0.625
12_4,12,4,Hines Ward_Kym Johnson_12,-0.125,0.75,0.875
12_4,12,4,Kendra Wilkinson_Louis van Amstel_12,0.625,0.625,0.0
12_4,12,4,Kirstie Alley_Maksim Chmerkoskiy_12,0.625,0.875,0.25
12_4,12,4,Petra Nemcova_Dmitry Chaplin_12,0.0,0.5,0.5
12_4,12,4,Ralph Macchio_Karina Smirnoff_12,-0.5,0.25,0.75
12_4,12,4,Romeo_Chelsie Hightower_12,0.625,1.0,0.375
12_4,12,4,Sugar Ray Leonard_Anna Trebunskaya_12,-0.125,0.0,0.125
12_5,12,5,Chelsea Kane_Mark Ballas_12,-0.2857142857142857,0.5714285714285714,0.8571428571428571
12_5,12,5,Chris Jericho_Cheryl Burke_12,-0.4285714285714286,0.2857142857142857,0.7142857142857143
12_5,12,5,Hines Ward_Kym Johnson_12,-0.5714285714285714,0.42857142857142855,1.0
12_5,12,5,Kendra Wilkinson_Louis van Amstel_12,-0.2857142857142857,0.0,0.2857142857142857
12_5,12,5,Kirstie Alley_Maksim Chmerkoskiy_12,0.28571428571428575,0.7142857142857143,0.42857142857142855
12_5,12,5,Petra Nemcova_Dmitry Chaplin_12,0.0,0.14285714285714285,0.14285714285714285
12_5,12,5,Ralph Macchio_Karina Smirnoff_12,1.0,1.0,0.0
12_5,12,5,Romeo_Chelsie Hightower_12,0.2857142857142857,0.8571428571428571,0.5714285714285714
12_6,12,6,Chelsea Kane_Mark Ballas_12,-0.6666666666666667,0.3333333333333333,1.0
12_6,12,6,Chris Jericho_Cheryl Burke_12,0.16666666666666666,0.16666666666666666,0.0
12_6,12,6,Hines Ward_Kym Johnson_12,0.33333333333333337,1.0,0.6666666666666666
12_6,12,6,Kendra Wilkinson_Louis van Amstel_12,-0.3333333333333333,0.0,0.3333333333333333
12_6,12,6,Kirstie Alley_Maksim Chmerkoskiy_12,0.33333333333333337,0.8333333333333334,0.5
12_6,12,6,Ralph Macchio_Karina Smirnoff_12,0.5,0.6666666666666666,0.16666666666666666
12_6,12,6,Romeo_Chelsie Hightower_12,-0.33333333333333337,0.5,0.8333333333333334
12_7,12,7,Chelsea Kane_Mark Ballas_12,0.0,0.6,0.6
12_7,12,7,Hines Ward_Kym Johnson_12,0.0,1.0,1.0
12_7,12,7,Kendra Wilkinson_Louis van Amstel_12,-0.4,0.0,0.4
12_7,12,7,Kirstie Alley_Maksim Chmerkoskiy_12,0.6000000000000001,0.8,0.2
12_7,12,7,Ralph Macchio_Karina Smirnoff_12,-0.6000000000000001,0.2,0.8
12_7,12,7,Romeo_Chelsie Hightower_12,0.4,0.4,0.0
12_8,12,8,Chelsea Kane_Mark Ballas_12,-0.75,0.25,1.0
12_8,12,8,Hines Ward_Kym Johnson_12,0.25,1.0,0.75
12_8,12,8,Kirstie Alley_Maksim Chmerkoskiy_12,0.25,0.75,0.5
12_8,12,8,Ralph Macchio_Karina Smirnoff_12,0.5,0.5,0.0
12_8,12,8,Romeo_Chelsie Hightower_12,-0.25,0.0,0.25
12_9,12,9,Chelsea Kane_Mark Ballas_12,-0.6666666666666667,0.3333333333333333,1.0
12_9,12,9,Hines Ward_Kym Johnson_12,0.33333333333333337,1.0,0.6666666666666666
12_9,12,9,Kirstie Alley_Maksim Chmerkoskiy_12,0.3333333333333333,0.6666666666666666,0.3333333333333333
12_9,12,9,Ralph Macchio_Karina Smirnoff_12,0.0,0.0,0.0
13_1,13,1,Carson Kressley_Anna Trebunskaya_13,0.27272727272727276,0.7272727272727273,0.45454545454545453
13_1,13,1,Chaz Bono_Lacey Schwimmer_13,0.2727272727272727,0.6363636363636364,0.36363636363636365
13_1,13,1,Chynna Phillips_Tony Dovolani_13,-1.0,0.0,1.0
13_1,13,1,David Arquette_Kym Johnson_13,0.0,0.5454545454545454,0.5454545454545454
13_1,13,1,Elisabetta Canalis_Valentin Chmerkovskiy_13,0.36363636363636365,0.45454545454545453,0.09090909090909091
13_1,13,1,Hope Solo_Maksim Chmerkoskiy_13,-0.5454545454545455,0.2727272727272727,0.8181818181818182
13_1,13,1,J.R. Martinez_Karina Smirnoff_13,-0.5454545454545454,0.36363636363636365,0.9090909090909091
13_1,13,1,Kristin Cavallari_Mark Ballas_13,-0.45454545454545453,0.18181818181818182,0.6363636363636364
13_1,13,1,Metta World Peace (Ron)_Peta Murgatroyd_13,0.09090909090909091,0.09090909090909091,0.0
13_1,13,1,Nancy Grace_Tristan MacManus_13,0.6363636363636364,0.9090909090909091,0.2727272727272727
13_1,13,1,Ricki Lake_Derek Hough_13,0.09090909090909094,0.8181818181818182,0.7272727272727273
13_1,13,1,Rob Kardashian_Cheryl Burke_13,0.8181818181818181,1.0,0.18181818181818182
13_10,13,10,J.R. Martinez_Karina Smirnoff_13,-0.5,0.0,0.5
13_10,13,10,Ricki Lake_Derek Hough_13,1.0,1.0,0.0
13_10,13,10,Rob Kardashian_Cheryl Burke_13,-0.5,0.5,1.0
13_2,13,2,Carson Kressley_Anna Trebunskaya_13,0.7,0.9,0.2
13_2,13,2,Chaz Bono_Lacey Schwimmer_13,1.0,1.0,0.0
13_2,13,2,Chynna Phillips_Tony Dovolani_13,-0.49999999999999994,0.2,0.7
13_2,13,2,David Arquette_Kym Johnson_13,0.7000000000000001,0.8,0.1
13_2,13,2,Elisabetta Canalis_Valentin Chmerkovskiy_13,-0.5,0.1,0.6
13_2,13,2,Hope Solo_Maksim Chmerkoskiy_13,0.3,0.6,0.3
13_2,13,2,J.R. Martinez_Karina Smirnoff_13,-0.4,0.5,0.9
13_2,13,2,Kristin Cavallari_Mark Ballas_13,-0.8,0.0,0.8
13_2,13,2,Nancy Grace_Tristan MacManus_13,-0.2,0.3,0.5
13_2,13,2,Ricki Lake_Derek Hough_13,-0.6,0.4,1.0
13_2,13,2,Rob Kardashian_Cheryl Burke_13,0.29999999999999993,0.7,0.4
13_3,13,3,Carson Kressley_Anna Trebunskaya_13,0.2222222222222222,0.4444444444444444,0.2222222222222222
13_3,13,3,Chaz Bono_Lacey Schwimmer_13,0.2222222222222222,0.2222222222222222,0.0
13_3,13,3,Chynna Phillips_Tony Dovolani_13,-0.8888888888888888,0.0,0.8888888888888888
13_3,13,3,David Arquette_Kym Johnson_13,-0.11111111111111105,0.5555555555555556,0.6666666666666666
13_3,13,3,Hope Solo_Maksim Chmerkoskiy_13,0.33333333333333326,0.8888888888888888,0.5555555555555556
13_3,13,3,J.R. Martinez_Karina Smirnoff_13,-0.11111111111111116,0.6666666666666666,0.7777777777777778
13_3,13,3,Kristin Cavallari_Mark Ballas_13,-0.3333333333333333,0.1111111111111111,0.4444444444444444
13_3,13,3,Nancy Grace_Tristan MacManus_13,0.6666666666666667,0.7777777777777778,0.1111111111111111
13_3,13,3,Ricki Lake_Derek Hough_13,-0.6666666666666667,0.3333333333333333,1.0
13_3,13,3,Rob Kardashian_Cheryl Burke_13,0.6666666666666667,1.0,0.3333333333333333
13_4,13,4,Carson Kressley_Anna Trebunskaya_13,0.375,0.375,0.0
13_4,13,4,Chaz Bono_Lacey Schwimmer_13,-0.375,0.0,0.375
13_4,13,4,Chynna Phillips_Tony Dovolani_13,-0.125,0.125,0.25
13_4,13,4,David Arquette_Kym Johnson_13,0.0,0.5,0.5
13_4,13,4,Hope Solo_Maksim Chmerkoskiy_13,0.125,0.875,0.75
13_4,13,4,J.R. Martinez_Karina Smirnoff_13,-0.25,0.625,0.875
13_4,13,4,Nancy Grace_Tristan MacManus_13,0.625,0.75,0.125
13_4,13,4,Ricki Lake_Derek Hough_13,-0.75,0.25,1.0
13_4,13,4,Rob Kardashian_Cheryl Burke_13,0.375,1.0,0.625
13_5,13,5,Carson Kressley_Anna Trebunskaya_13,0.0,0.0,0.0
13_5,13,5,Chaz Bono_Lacey Schwimmer_13,0.0,0.14285714285714285,0.14285714285714285
13_5,13,5,David Arquette_Kym Johnson_13,-0.42857142857142855,0.42857142857142855,0.8571428571428571
13_5,13,5,Hope Solo_Maksim Chmerkoskiy_13,0.2857142857142857,0.8571428571428571,0.5714285714285714
13_5,13,5,J.R. Martinez_Karina Smirnoff_13,-0.7142857142857143,0.2857142857142857,1.0
13_5,13,5,Nancy Grace_Tristan MacManus_13,0.4285714285714286,0.7142857142857143,0.2857142857142857
13_5,13,5,Ricki Lake_Derek Hough_13,0.5714285714285714,1.0,0.42857142857142855
13_5,13,5,Rob Kardashian_Cheryl Burke_13,-0.1428571428571429,0.5714285714285714,0.7142857142857143
13_6,13,6,Chaz Bono_Lacey Schwimmer_13,0.0,0.0,0.0
13_6,13,6,David Arquette_Kym Johnson_13,-0.33333333333333337,0.16666666666666666,0.5
13_6,13,6,Hope Solo_Maksim Chmerkoskiy_13,0.8333333333333334,1.0,0.16666666666666666
13_6,13,6,J.R. Martinez_Karina Smirnoff_13,-0.33333333333333337,0.6666666666666666,1.0
13_6,13,6,Nancy Grace_Tristan MacManus_13,-0.16666666666666663,0.5,0.6666666666666666
13_6,13,6,Ricki Lake_Derek Hough_13,-0.5,0.3333333333333333,0.8333333333333334
13_6,13,6,Rob Kardashian_Cheryl Burke_13,0.5,0.8333333333333334,0.3333333333333333
13_7,13,7,David Arquette_Kym Johnson_13,-0.2,0.0,0.2
13_7,13,7,Hope Solo_Maksim Chmerkoskiy_13,-0.39999999999999997,0.2,0.6
13_7,13,7,J.R. Martinez_Karina Smirnoff_13,0.4,0.8,0.4
13_7,13,7,Nancy Grace_Tristan MacManus_13,0.4,0.4,0.0
13_7,13,7,Ricki Lake_Derek Hough_13,-0.4,0.6,1.0
13_7,13,7,Rob Kardashian_Cheryl Burke_13,0.19999999999999996,1.0,0.8
13_8,13,8,Hope Solo_Maksim Chmerkoskiy_13,-0.25,0.5,0.75
13_8,13,8,J.R. Martinez_Karina Smirnoff_13,-0.75,0.25,1.0
13_8,13,8,Nancy Grace_Tristan MacManus_13,0.0,0.0,0.0
13_8,13,8,Ricki Lake_Derek Hough_13,0.5,1.0,0.5
13_8,13,8,Rob Kardashian_Cheryl Burke_13,0.5,0.75,0.25
13_9,13,9,Hope Solo_Maksim Chmerkoskiy_13,0.0,0.0,0.0
13_9,13,9,J.R. Martinez_Karina Smirnoff_13,0.6666666666666667,1.0,0.3333333333333333
13_9,13,9,Ricki Lake_Derek Hough_13,-0.33333333333333337,0.6666666666666666,1.0
13_9,13,9,Rob Kardashian_Cheryl Burke_13,-0.3333333333333333,0.3333333333333333,0.6666666666666666
14_1,14,1,Donald Driver_Peta Murgatroyd_14,0.36363636363636365,0.7272727272727273,0.36363636363636365
14_1,14,1,Gavin DeGraw_Karina Smirnoff_14,0.7272727272727273,0.9090909090909091,0.18181818181818182
